kepid,kepoi_name,label,fp_subtype,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration
6949607,K00870.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.98581901,175.68418,2.8606
7109675,K00872.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,33.60123371,186.680343,4.4056
7109675,K00872.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.76652928,138.0637,2.9004
7118364,K00873.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.347288783,172.23343,2.1024
7134976,K00874.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.601811819,169.98108,2.2607
7134976,K00874.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.18719905,137.17814,3.252
7135852,K00875.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.220965778,170.622433,3.0854
7287995,K00877.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.95489993,170.955871,2.3892
7287995,K00877.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.03987488,181.22536,2.7363
7287995,K00877.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.83762895,132.08488,2.3734
7303253,K00878.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,23.58917143,173.81994,5.073
5094751,K00123.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.481633073,122.977657,3.784
7678434,K00892.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.37168928,172.61729,3.035
7678434,K00892.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.96996298,137.75447,1.1757
7685981,K00893.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.40841331,172.18582,5.012
7373451,K00881.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,226.8904775,207.35971,7.558
7434875,K00884.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.439459486,177.186096,2.8979
8349582,K00122.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,11.523067458,131.969055,3.8757
7434875,K00884.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.47748843,178.66786,2.8364
7434875,K00884.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.336123113,135.31623,1.9616
7455287,K00886.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.01078456,170.20739,2.312
7455287,K00886.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.07134205,143.45948,4.3224
7455287,K00886.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.99587872,152.31554,2.6333
7458762,K00887.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.41113177,175.34754,2.5242
757450,K00889.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.884922995,169.991686,2.07004
7585481,K00890.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.09888906,176.623731,4.20241
7663691,K00891.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.00653012,176.96898,5.344
5812701,K00012.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,17.855221681,146.596466,7.41287
8039892,K00903.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.007316661,173.433997,4.2362
8150320,K00904.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.211116989,170.150139,1.6485
8150320,K00904.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,27.9541337,178.73791,3.95
11086270,K00124.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.69104387,137.12594,3.7727
7825899,K00896.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.23947096,175.569907,4.0374
7825899,K00896.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.308201629,174.047661,2.9785
7849854,K00897.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.052349884,169.890622,2.0778
7870390,K00898.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.7704486,175.71372,2.4517
7870390,K00898.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.169804269,172.63153,2.153
5094751,K00123.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,21.22261195,137.57403,6.5093
7870390,K00898.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.09017037,147.97788,4.154
7907423,K00899.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.11373257,174.32351,2.1764
7907423,K00899.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.306551643,134.37211,1.8177
7907423,K00899.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.36845737,147.38965,2.4714
7938496,K00900.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.81020318,172.33533,3.048
8490993,K00911.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.093578461,171.00954,2.5833
8490993,K00911.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,105.145959,178.367,8.593
8505670,K00912.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.8484518,171.80584,2.9993
8505670,K00912.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.66833241,137.43988,1.915
8544996,K00913.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.082274889,169.6375652,3.23015
8150320,K00904.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,42.1406089,139.0604,5.083
8150320,K00904.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.617490562,135.04909,2.2618
8150320,K00904.05,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.19849255,137.92067,2.4283
8226994,K00906.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.15681552,174.13511,2.5882
8226994,K00906.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,17.64830851,133.54533,2.0873
8226994,K00906.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.14810719,133.3881,2.535
8247638,K00907.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,16.51410989,176.11686,4.1575
8247638,K00907.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,30.1329298,190.38336,5.172
8247638,K00907.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.79090809,136.31106,2.603
11086270,K00124.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,31.71981013,142.82083,4.819
8247638,K00907.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,99.6415962,198.68664,4.448
8255887,K00908.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.708326451,171.446507,3.16114
8414716,K00910.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.392026903,171.72707,2.9804
9141746,K00929.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.491682808,174.633553,4.301
9166862,K00931.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.855603916,170.6787843,3.2179
11449844,K00125.01,1,planet,CONFIRMED,FALSE POSITIVE,0,1,0,0,38.47876629,151.852812,5.04169
8628973,K00916.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.314947362,171.313058,1.8007
8672910,K00918.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,39.6431552,206.596798,6.5292
8689031,K00920.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,21.80451611,190.49737,3.4097
8689373,K00921.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.28194593,175.33988,3.4366
8689373,K00921.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.11993039,182.61535,4.2309
8689373,K00921.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.78402867,133.28133,1.9012
8826878,K00922.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.15448142,171.6389,3.228
8883593,K00923.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.743469797,174.898924,3.4412
9077124,K00926.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.166353562,170.966145,3.3129
9466668,K00939.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.388012244,170.5336,2.6849
9466668,K00939.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.83909761,132.09261,3.1915
9466668,K00939.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.620467654,132.06388,2.1888
9466668,K00939.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,10.6816951,131.55082,3.605
9479273,K00940.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.104849417,169.573477,4.6912
8359498,K00127.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,3.578780566,134.0304187,2.91089
9334289,K00934.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.826657508,173.011411,2.9183
9334289,K00934.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,12.41216347,142.54039,3.739
9334289,K00934.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.74649011,147.13074,3.895
9347899,K00935.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.86021229,180.017757,5.1937
9347899,K00935.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,42.63427848,141.16954,6.1998
9347899,K00935.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,87.6476068,134.94222,8.871
9388479,K00936.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.467821474,178.415842,2.4327
9388479,K00936.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,0.893040969,134.540342,1.0981
11359879,K00128.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.942783419,136.3294353,3.25346
9406990,K00937.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,20.83426731,176.58569,4.0454
9415172,K00938.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,9.94602357,171.70192,3.3862
9415172,K00938.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.04562195,133.91912,1.8955
9415172,K00938.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,5.71462396,132.63866,2.336
3231341,K01102.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.14515981,140.56811,5.073
3231341,K01102.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.9985279,144.74157,4.529
3231341,K01102.04,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.24439049,137.06643,3.282
7626506,K00150.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,28.5742692,143.8315,4.9427
10482160,K01170.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.34373964,137.29874,1.1784
8559644,K00139.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,224.7789355,142.095338,11.1899
3240158,K01106.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,7.42608123,139.90039,3.6379
3240158,K01106.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,15.9868932,137.5964,4.158
3218908,K01108.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,18.92537246,149.49558,3.9835
10350571,K01175.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,31.5925809,142.9649,13.566
10350571,K01175.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,17.157236,133.68951,11.284
3749365,K01176.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.97376085,178.6894194,1.82542
11013201,K00972.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,13.118962443,261.539434,4.3045
3632418,K00975.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.785821236,260.83731,3.5599
5809890,K01050.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.269091415,133.343682,1.4647
5809890,K01050.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,2.853133997,133.79678,1.465
6131236,K01051.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,6.79685353,138.11324,3.1702
3218908,K01108.02,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,1.475323222,131.83272,2.3155
3218908,K01108.03,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,4.15246118,134.57991,2.5755
2837111,K01110.01,1,planet,CONFIRMED,CANDIDATE,0,0,0,0,8.7348852,135.0818,4.49
